Code station,Nom station,,,Code ZAS,,,,,,,,,,Latitude,Longitude
FR16069,Mulhouse-Briand,,,ATMO GRAND EST,,,,,,,,,,"47,747684","7,321364"
FR16302,Vosges Moyennes 2,,,ATMO GRAND EST,,,,,,,,,,"48,492992","7,1298"
FR18019,Nogent sur Oise,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,276386","2,482167"
FR18035,Salouel,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,86889","2,239806"
FR18039,Arrest,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,129448","1,610833"
FR18042,P. Roth St Quentin,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,851334","3,284"
FR18043,Faiencerie Creil,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,259552","2,474397"
FR18045,Roye,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,696697","2,801139"
FR18053,St Pierre Amiens,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,9025","2,3046"
FR18055,Creil République,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,260342","2,475004"
FR18079,TRAFIC AMIENS,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,87722","2,2825"
FR18080,TRAF Saint Quent 14,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,84282","3,281439"
FR18089,Trafic Beauvais 1,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"49,435932","2,084292"
FR19002,Rennes Laennec,,,AIR BREIZH,,,,,,,,,,"48,10861","-1,66586"
FR19007,HALLES,,,AIR BREIZH,,,,,,,,,,"48,10751","-1,67984"
FR19010,Rennes St-Yves,,,AIR BREIZH,,,,,,,,,,"48,11075","-1,68292"
FR19012,Brest Mace,,,AIR BREIZH,,,,,,,,,,"48,38618","-4,4866"
FR19014,Brest Desmoulins,,,AIR BREIZH,,,,,,,,,,"48,39746","-4,48871"
FR19016,BREST Plouzané,,,AIR BREIZH,,,,,,,,,,"48,359444","-4,568055"
FR19017,Rennes Pays-Bas,,,AIR BREIZH,,,,,,,,,,"48,08965","-1,65911"
FR19018,MORDELLES BELLAIS,,,AIR BREIZH,,,,,,,,,,"48,082883","-1,834583"
FR19019,Rennes Rue Saint Malo,,,AIR BREIZH,,,,,,,,,,"48,12659","-1,68606"
FR19020,Kergoff,,,AIR BREIZH,,,,,,,,,,"48,261963","-2,943631"
FR19021,Lorient CTM,,,AIR BREIZH,,,,,,,,,,"47,75171","-3,37501"
FR19032,Lorient B. Bissonnet,,,AIR BREIZH,,,,,,,,,,"47,7425","-3,39501"
FR19033,Vannes UTA,,,AIR BREIZH,,,,,,,,,,"47,64892","-2,76399"
FR19037,Lorient Normandie,,,AIR BREIZH,,,,,,,,,,"47,758947","-3,36938"
FR19052,Quimper Pommiers,,,AIR BREIZH,,,,,,,,,,"47,99612","-4,09972"
FR19053,QUIMPER ZOLA,,,AIR BREIZH,,,,,,,,,,"47,986606","-4,097658"
FR19061,Saint Brieuc Balzac,,,AIR BREIZH,,,,,,,,,,"48,51351","-2,74953"
FR19082,StMalo Rocabey,,,AIR BREIZH,,,,,,,,,,"48,65306","-2,00268"
FR20013,A7 SUD LYONNAIS,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,720024","4,818156"
FR20017,GERLAND,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,73529","4,829794"
FR20019,GRANDCLEMENT,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,75836","4,886214"
FR20029,FEYZIN STADE,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,6639","4,8459"
FR20031,ST FONS CENTRE,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,7078","4,8644"
FR20037,TERNAY,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,6019","4,8022"
FR20046,VAULX EN VELIN,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,7789","4,9247"
FR20047,COTIERE AIN,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,823223","4,953958"
FR20048,SAINT EXUPERY,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,7533","5,0722"
FR20049,HAUT BEAUJOLAIS,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,96141","4,465711"
FR20060,VENISSIEUX Village,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,7036","4,8836"
FR20062,LYON Centre,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,757732","4,854214"
FR20064,VERNAISON,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,650616","4,816911"
FR20069,Lyon Périphérique,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,77482","4,898572"
FR20070,LYON TRAFIC JAURES,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,7496944","4,84438888888888"
FR20077,Villefranche Centre ,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,990112","4,715566"
FR21001,Caen Chemin-Vert,,,ATMO NORMANDIE,,,,,,,,,,"49,19222","-0,391111"
FR21016,Caen Vaucelles,,,ATMO NORMANDIE,,,,,,,,,,"49,175278","-0,353611"
FR21017,Ouistreham,,,ATMO NORMANDIE,,,,,,,,,,"49,289444","-0,257778"
FR21019,IFS Caen sud,,,ATMO NORMANDIE,,,,,,,,,,"49,15167","-0,352778"
FR21021,Lisieux,,,ATMO NORMANDIE,,,,,,,,,,"49,147224","0,227222"
FR21031,Alençon Météo-France,,,ATMO NORMANDIE,,,,,,,,,,"48,445553","0,110833"
FR21035,cherbourg doumer,,,ATMO NORMANDIE,,,,,,,,,,"49,63639","-1,626667"
FR21037,Cherbourg port charb,,,ATMO NORMANDIE,,,,,,,,,,"49,64695","-1,59342"
FR21040,Saint-Lô Eglise,,,ATMO NORMANDIE,,,,,,,,,,"49,11639","-1,084722"
FR21050,La Coulonche MERA,,,ATMO NORMANDIE,,,,,,,,,,"48,645","-0,458333"
FR21060,Moult proximité,,,ATMO NORMANDIE,,,,,,,,,,"49,117196","-0,169666"
FR22009,Ecole de Carling(9),,,ATMO GRAND EST,,,,,,,,,,"49,165726","6,716886"
FR22011,L Hôpital - Mairie,,,ATMO GRAND EST,,,,,,,,,,"49,158413","6,731664"
FR22014,Spicheren(14),,,ATMO GRAND EST,,,,,,,,,,"49,19539","6,957444"
FR22019,SCHOENECK (19),,,ATMO GRAND EST,,,,,,,,,,"49,220364","6,925833"
FR22022,SARREGUEMINES,,,ATMO GRAND EST,,,,,,,,,,"49,118343","7,083539"
FR22054,Station de FORBACH,,,ATMO GRAND EST,,,,,,,,,,"49,18742","6,910867"
FR23001,AMPERE,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,324097","-2,081567"
FR23003,LA MEGRETAIS,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,322826","-2,039853"
FR23004,PASTEUR,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,317284","-2,073306"
FR23068,FROSSAY,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,24747","-1,936619"
FR23069,SAVENAY,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,36075","-1,95475"
FR23070,S ETIENNE DE MONTLUC,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,28318","-1,783164"
FR23075,JULES VERNE,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,315727","-2,190764"
FR23078,SAINT EXUPERY,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,054443","-0,886111"
FR23107,LA CHAUVINIERE,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,252777","-1,573333"
FR23110,LEON BLUM,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,26412","-2,249858"
FR23120,BEAUX ARTS,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,468513","-0,556053"
FR23123,MAZAGRAN,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"48,06943","-0,767692"
FR23124,LA TARDIERE,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"46,656685","-0,743681"
FR23140,VICTOR HUGO,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,204395","-1,552828"
FR23149,CUTULLIC2,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,286114","-2,032289"
FR23150,APPENTIS,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,44739","-0,550067"
FR23152,DELACROIX,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"46,6607","-1,436831"
FR23153,BONNE FONTAINE,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,331524","-2,151625"
FR23157,EPINETTES,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,146088","-1,690269"
FR23163,Fillé,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,92192","0,151825"
FR23174,GUEDOU,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,98892","0,195983"
FR23175,CLOS DES BEAUVAIS,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,430164","-0,610064"
FR23177,SAINT-DENIS D'ANJOU,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,78773","-0,444044"
FR23178,PARSCAU DU PLESSIS,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,319157","-2,066953"
FR23181,PARC PAYSAGER,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,273056","-2,223056"
FR23182,SOURCES,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,971066","0,221422"
FR23188,CIM BOUTEILLERIE,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,2225","-1,5375"
FR23230,GASPARD,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,253056","-2,332067"
FR23238,LEVOYER,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,1941472","-1,581677778"
FR23239,LES COUETS,,,AIR PAYS DE LA LOIRE,,,,,,,,,,"47,1859194","-1,59149722222222"
FR24007,ANTIBES JEAN MOULIN,,,ATMO SUD,,,,,,,,,,"43,598803","7,093153"
FR24009,CANNES BROUSSAILLES,,,ATMO SUD,,,,,,,,,,"43,558389","7,005919"
FR24011,NICE OUEST BOTANIQUE,,,ATMO SUD,,,,,,,,,,"43,685188","7,211174"
FR24014,CIANS,,,ATMO SUD,,,,,,,,,,"44,094688","6,988978"
FR24015,GRASSE CLAVECIN,,,ATMO SUD,,,,,,,,,,"43,657767","6,920878"
FR24018,MANOSQUE,,,ATMO SUD,,,,,,,,,,"43,835784","5,786131"
FR24021,PEILLON,,,ATMO SUD,,,,,,,,,,"43,786583","7,373283"
FR24023,CONTES 2,,,ATMO SUD,,,,,,,,,,"43,788748","7,332382"
FR24033,GAP COMMANDERIE,,,ATMO SUD,,,,,,,,,,"44,555193","6,073015"
FR24035,NICE PROMENADE,,,ATMO SUD,,,,,,,,,,"43,689291","7,242074"
FR24036,NICE ARSON,,,ATMO SUD,,,,,,,,,,"43,702075","7,286256"
FR24038,GAP JEAN JAURES,,,ATMO SUD,,,,,,,,,,"44,548647","6,067237"
FR24039,Obs Haute-Provence,,,ATMO SUD,,,,,,,,,,"43,933476","5,711809"
FR24040,Cheiron,,,ATMO SUD,,,,,,,,,,"43,791911","7,048276"
FR25011,Pt Couronne Ch d eau,,,ATMO NORMANDIE,,,,,,,,,,"49,383133","1,025758"
FR25035,Gd Couronne Mairie,,,ATMO NORMANDIE,,,,,,,,,,"49,358215","1,007853"
FR25036,Espace du Palais,,,ATMO NORMANDIE,,,,,,,,,,"49,44246","1,093694"
FR25039,Evreux Centre,,,ATMO NORMANDIE,,,,,,,,,,"49,02134","1,148319"
FR25040,Mesnil Esnard,,,ATMO NORMANDIE,,,,,,,,,,"49,40619","1,15515"
FR25043,Centre Hospitalier,,,ATMO NORMANDIE,,,,,,,,,,"49,40052","1,098825"
FR25045,Phare d Ailly,,,ATMO NORMANDIE,,,,,,,,,,"49,916363","0,957178"
FR25048,Petit Quevilly,,,ATMO NORMANDIE,,,,,,,,,,"49,428055","1,057778"
FR25049,Base loisirs Poses,,,ATMO NORMANDIE,,,,,,,,,,"49,30487","1,214367"
FR25050,Bures-en-bray,,,ATMO NORMANDIE,,,,,,,,,,"49,78122","1,345083"
FR25051,Dieppe prox-auto,,,ATMO NORMANDIE,,,,,,,,,,"49,918007","1,073972"
FR25053,Rouen Proxi Quai de Paris,,,ATMO NORMANDIE,,,,,,,,,,"49,436699","1,098838"
FR25054,Petit-Quevilly Sud 3,,,ATMO NORMANDIE,,,,,,,,,,"49,4341639","1,067052778"
FR25501,Saint-Saens,,,ATMO NORMANDIE,,,,,,,,,,"49,6713","1,2843"
FR26005,Dijon Péjoces,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,307368","5,065881"
FR26010,Daix,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,3456","5,002377"
FR26012,Morvan,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,274762","4,099476"
FR26014,Dijon Trémouille,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,325744","5,041056"
FR26016,Sens,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"48,200436","3,2773"
FR26017,Nevers,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,996828","3,171092"
FR26019,Auxerre,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,800575","3,576189"
FR26035,Nuits-Saint-Georges,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,137231","4,950573"
FR26043,Dijon-Transvaal,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,315459","5,040202"
FR26114,Le Gratteris,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,182173","6,139338"
FR27002,ROUSSILLON,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,36782","4,805147"
FR27003,ROCHES DE CONDRIEU,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,454517","4,766528"
FR27005,Sablons,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,321845","4,770702"
FR27007,Bourgoin-Jallieu,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,60822","5,270872"
FR27010,Plateau de Bonnevaux,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,4609","5,181081"
FR27011,A7 Salaise Ouest,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,344078","4,807481"
FR28010,Harnes Serres,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,44914","2,9"
FR28022,St-Laurent-Blangy,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,30886","2,807369"
FR28028,Bethune Stade,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,535385","2,635692"
FR28033,Noeux-les-Mines,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,48972","2,66642"
FR28034,ISBERGUES,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,6257583","2,47322777777777"
FR28115,Lens Varsovie,,,ATMO HAUTS DE FRANCE,,,,,,,,,,"50,428604","2,836111"
FR29423,ROANNE,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"46,04111","4,074656"
FR29424,SAINT ETIENNE SUD,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,42009","4,395422"
FR29426,SAINT-CHAMOND,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,475327","4,515003"
FR29429,RIVE DE GIER,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,533424","4,623939"
FR29439,LA TALAUDIERE,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,481777","4,429667"
FR29441,ST ETIENNE BD URBAIN ,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,4479806","4,388763889"
FR30016,Hotel Districal,,,ATMO GRAND EST,,,,,,,,,,"48,685856","6,175111"
FR30018,Remiremont,,,ATMO GRAND EST,,,,,,,,,,"48,024605","6,585836"
FR30019,Epinal,,,ATMO GRAND EST,,,,,,,,,,"48,17278","6,452811"
FR30020,Bar Le Duc,,,ATMO GRAND EST,,,,,,,,,,"48,77586","5,162789"
FR30021,Fléville,,,ATMO GRAND EST,,,,,,,,,,"48,621502","6,194922"
FR30023,St-Nicolas,,,ATMO GRAND EST,,,,,,,,,,"48,63334","6,304828"
FR30026,Luneville,,,ATMO GRAND EST,,,,,,,,,,"48,584824","6,4839"
FR30027,Frolois,,,ATMO GRAND EST,,,,,,,,,,"48,565445","6,129578"
FR30028,Schlucht,,,ATMO GRAND EST,,,,,,,,,,"48,051117","7,011114"
FR30029,Vittel,,,ATMO GRAND EST,,,,,,,,,,"48,19361","5,937222"
FR30030,Neuves-Maisons,,,ATMO GRAND EST,,,,,,,,,,"48,614914","6,107672"
FR30032,Heming,,,ATMO GRAND EST,,,,,,,,,,"48,694725","6,965275"
FR30033,Jonville en Woevre,,,ATMO GRAND EST,,,,,,,,,,"49,06583","5,785556"
FR30034,Nancy-Charles III,,,ATMO GRAND EST,,,,,,,,,,"48,68817","6,190431"
FR30036,Nancy-Libération,,,ATMO GRAND EST,,,,,,,,,,"48,69708","6,154194"
FR30037,Nancy-Brabois 2,,,ATMO GRAND EST,,,,,,,,,,"48,656944","6,136022"
FR31001,GRAND PARC,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,86139","-0,579444"
FR31002,TALENCE,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,800556","-0,588056"
FR31003,BORDEAUX-BASTIDE,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,849724","-0,543889"
FR31006,MERIGNAC,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,84139","-0,65"
FR31007,BASSENS,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,900276","-0,514722"
FR31008,LE TEMPLE,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,865555","-0,939444"
FR31010,AMBES,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,012223","-0,528333"
FR31013,BILLERE,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,310833","-0,391111"
FR31016,SAINT-CROUTS,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,47972","-1,488056"
FR31017,ANGLET,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,494031","-1,528765"
FR31020,LACQ,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,410557","-0,616944"
FR31021,LABASTIDE CEZERACQ,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,376276","-0,538192"
FR31022,LAGOR,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,40972","-0,671667"
FR31023,MASLACQ,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,434166","-0,691944"
FR31024,MOURENX,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,376945","-0,609444"
FR31026,TARTAS Pelletrin,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,838333","-0,810833"
FR31033,PERIGUEUX,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,18972","0,727222"
FR31036,DAX,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,704723","-1,038611"
FR31039,PAU TOURASSE,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,31109","-0,352119"
FR31040,MARMANDE,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,508656","0,142503"
FR31041,MONT DE MARSAN,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,8961","-0,491403"
FR31043,Biarritz-hippodrome,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"43,47024","-1,553843"
FR31045,Bordeaux_GAUTIER,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"44,83383","-0,59853"
FR32001,Chalon Centre Ville,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,782311","4,847322"
FR32002,Champforgueil,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,821056","4,835083"
FR32005,Montceau-les-Mines,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,678785","4,366893"
FR32006,Macon Paul Bert,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,316172","4,839994"
FR32007,Le Creusot Molette,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,802375","4,417486"
FR33101,PASTEUR,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,56472","5,928333"
FR33102,CHAMBERY LE HAUT,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,59667","5,918611"
FR33105,Chambéry Trafic,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,56943","5,932986"
FR33111,SAINT JEAN,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,274723","6,349722"
FR33113,Maurienne Trafic,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,209364","6,480326"
FR33120,CHAMONIX,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,9225","6,87"
FR33121,Albertville,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,675","6,389722"
FR33122,La Léchère,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,53583","6,471111"
FR33201,LOVERCHY,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,89528","6,118333"
FR33202,NOVEL,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,916943","6,135556"
FR33203,ANNECY Rocade,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,9097","6,11825"
FR33211,ANNEMASSE,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"46,19583","6,240556"
FR33212,GAILLARD,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"46,19369","6,214858"
FR33213,ANNEMASSE TRAFIC,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"46,1908111","6,23553611111111"
FR33220,PASSY,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,92361","6,713611"
FR33232,BOSSONS,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,907223","6,845833"
FR33302,St Germain/Rhône,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"46,072224","5,820833"
FR33305,Bourg-en-Bresse,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"46,211666","5,226389"
FR34013,Gambetta,,,LIG'AIR,,,,,,,,,,"47,907074","1,901139"
FR34014,St Jean,,,LIG'AIR,,,,,,,,,,"47,917394","1,966255"
FR34017,Marigny-les-usages,,,LIG'AIR,,,,,,,,,,"47,958972","2,009286"
FR34018,Montargis,,,LIG'AIR,,,,,,,,,,"47,997901","2,719514"
FR34024,Joué lès Tours,,,LIG'AIR,,,,,,,,,,"47,344132","0,653776"
FR34025,La Bruyère,,,LIG'AIR,,,,,,,,,,"47,419079","0,682941"
FR34026,Tours péri-urbaine,,,LIG'AIR,,,,,,,,,,"47,469262","0,717342"
FR34028,Pompidou,,,LIG'AIR,,,,,,,,,,"47,394643","0,704873"
FR34029,La_Source-CNRS,,,LIG'AIR,,,,,,,,,,"47,837765","1,944658"
FR34030,Bourges-Baffier,,,LIG'AIR,,,,,,,,,,"47,075044","2,407183"
FR34032,Leblanc,,,LIG'AIR,,,,,,,,,,"47,082784","2,405325"
FR34038,Verneuil,,,LIG'AIR,,,,,,,,,,"46,814695","2,610068"
FR34041,Fulbert,,,LIG'AIR,,,,,,,,,,"48,444422","1,510147"
FR34043,Oysonville,,,LIG'AIR,,,,,,,,,,"48,39114","1,955625"
FR34046,Dreux Centre,,,LIG'AIR,,,,,,,,,,"48,7297","1,358463"
FR34047,Saint-Remy,,,LIG'AIR,,,,,,,,,,"48,76089","1,23365"
FR34048,Chartres_trafic,,,LIG'AIR,,,,,,,,,,"48,44916","1,492475"
FR34051,Chateauroux Sud,,,LIG'AIR,,,,,,,,,,"46,798267","1,69313"
FR34054,Faverolles,,,LIG'AIR,,,,,,,,,,"47,170154","1,40968"
FR34056,Montierchaume,,,LIG'AIR,,,,,,,,,,"46,864535","1,771953"
FR34057,Issoudun_Trafic_ZR,,,LIG'AIR,,,,,,,,,,"46,942941","2,003258"
FR34061,Blois nord,,,LIG'AIR,,,,,,,,,,"47,594251","1,302662"
FR34063,Blois_trafic,,,LIG'AIR,,,,,,,,,,"47,586388","1,326389"
FR34064,Montargis_trafic,,,LIG'AIR,,,,,,,,,,"48,006936","2,74001"
FR34065,Montargis Fond,,,LIG'AIR,,,,,,,,,,"47,997055","2,731513"
FR34108,Bazoches_CC,,,LIG'AIR,,,,,,,,,,"48,166053","2,044028"
FR35002,ST JUNIEN - Fontaine,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,89","0,9"
FR35004,BRIVE - Dalton,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,158745","1,537222"
FR35005,GUERET - Nicolas,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"46,17","1,87"
FR35006,TULLE - Hugo,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,26","1,76"
FR35007,PALAIS S/ V.- Garros,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,869995","1,31"
FR35010,LIMOGES - Aine,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,829953","1,254846"
FR35012,LA NOUAILLE - MERA,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,809998","2,06"
FR35019,SAILLAT - Ipaper,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,87583","0,823889"
FR35027,LIMOGES - BERLAND,,,ATMO NOUVELLE-AQUITAINE,,,,,,,,,,"45,84222","1,25967"
FR36001,Valence Périurb. Sud,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"44,870243","4,876289"
FR36002,Valence Urb. Centre,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"44,933514","4,893481"
FR36007,Saint Bauzile CEC,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"44,675938","4,673586"
FR36019,Romans-sur-Isère,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"45,0425","5,0443"
FR36021,Drôme Rurale Sud-SND,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"44,569443","5,278972"
FR36032,A7 Valence Est,,,ATMO AUVERGNE-RHÔNE-ALPES,,,,,,,,,,"44,9492","4,890133"
FR37001,ST de Baie mahault,,,GWAD'AIR,,,,,,,,,,"16,257308","-61,591725"
FR37006,PTP-VICTOIRE,,,GWAD'AIR,,,,,,,,,,"16,23674","-61,534101"
FR37007,ST Vieux Bourg ABYMES,,,GWAD'AIR,,,,,,,,,,"16,25066","-61,527794"
FR37010,BT_PICHON,,,GWAD'AIR,,,,,,,,,,"15,994349","-61,727203"
FR38001,LYC. LISLET GEOFFROY,,,ATMO REUNION,,,,,,,,,,"-20,889893","55,46884"
FR38002,MONTGAILLARD,,,ATMO REUNION,,,,,,,,,,"-20,903294","55,468334"
